,FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,TOPG,VI,ORTG,DRTG
119,Luguentz Dort,OKC,G,22,25,32.2,67.0,22.7,9.5,86,0.837,156,0.532,187,0.332,0.513,0.557,17.0,3.8,6.0,1.8,9.9,0.84,0.36,1.6,6.1,107.3,106.3
120,Ayo Dosunmu,CHI,G,21,25,17.9,37.2,14.7,13.4,19,0.579,80,0.55,41,0.415,0.574,0.58,6.0,2.1,6.4,1.2,9.2,0.4,0.2,0.8,5.5,108.6,104.4
121,Devon Dotson,CHI,G,22,5,9.6,19.9,15.2,6.1,8,0.625,7,0.571,5,0.2,0.458,0.515,3.2,1.2,6.9,0.8,11.3,0.0,0.0,0.2,6.1,112.4,103.0
122,Sekou Doumbouya,LAL,F,20,2,8.2,17.1,30.8,17.0,4,0.75,6,0.667,2,0.5,0.688,0.717,7.0,3.0,19.3,0.0,0.0,1.5,1.0,1.0,0.0,117.6,93.2
123,Jeff Dowtin,GSW,G,24,3,3.4,7.1,17.0,0.0,0,0.0,4,0.5,0,0.0,0.5,0.5,1.3,0.7,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,P.J. Dozier,DEN,G-F,25,18,18.9,39.4,15.5,11.0,13,0.769,51,0.412,48,0.313,0.439,0.463,5.4,3.5,10.3,1.6,11.7,0.61,0.33,0.72,6.6,99.3,102.7
125,Goran Dragic,TOR,G,35,5,18.0,37.4,18.8,2.5,10,1.0,20,0.45,14,0.286,0.441,0.521,8.0,2.8,8.4,1.8,14.6,1.0,0.2,0.2,7.6,121.7,103.1
126,Andre Drummond,PHI,C,28,28,19.9,41.4,17.3,22.1,55,0.564,140,0.5,1,0.0,0.496,0.518,6.1,9.5,26.4,1.9,14.3,0.96,1.11,1.68,9.6,109.1,93.4
127,Chris Duarte,IND,G,24,28,29.1,60.6,21.3,11.9,39,0.744,185,0.486,147,0.34,0.497,0.514,12.8,4.0,7.6,2.0,10.3,1.0,0.14,1.68,6.4,98.6,106.5
128,David Duke Jr.,BKN,G,22,3,22.7,47.4,16.8,0.0,3,0.667,16,0.438,9,0.111,0.34,0.361,6.3,6.0,14.0,1.3,8.1,1.0,0.67,0.0,6.5,100.1,97.1
129,Kevin Durant,BKN,F,33,26,36.9,77.0,31.6,11.8,187,0.882,404,0.569,128,0.375,0.568,0.626,29.6,7.8,11.2,5.8,28.4,0.65,0.85,3.15,11.9,118.4,104.6
130,Anthony Edwards,MIN,G,20,28,35.9,74.9,27.2,13.8,99,0.788,281,0.498,242,0.36,0.517,0.546,22.1,5.8,8.4,3.6,17.0,1.57,0.71,3.25,8.6,104.1,107.2
131,Kessler Edwards,BKN,F,21,3,18.5,38.5,16.5,14.3,0,0.0,8,0.625,10,0.5,0.694,0.694,8.3,4.3,12.4,0.7,5.5,0.67,0.0,1.0,6.3,122.9,106.6
132,CJ Elleby,POR,F-G,21,14,5.4,11.2,16.8,24.1,0,0.0,10,0.6,12,0.333,0.545,0.545,1.7,1.3,13.0,0.3,7.8,0.0,0.0,0.5,6.5,87.6,100.7
133,Wayne Ellington,LAL,G,34,21,20.4,42.5,12.7,7.1,5,0.8,8,0.375,108,0.398,0.582,0.588,6.6,1.5,3.9,0.7,4.4,0.52,0.1,0.43,3.7,111.9,109.7
134,Joel Embiid,PHI,C-F,27,18,33.1,68.9,32.5,11.0,178,0.798,239,0.456,62,0.371,0.477,0.565,23.8,11.0,18.4,4.2,21.9,1.11,1.33,2.61,12.5,112.8,100.9
135,Drew Eubanks,SAS,F-C,24,26,14.4,30.1,17.4,21.0,47,0.809,95,0.537,5,0.2,0.525,0.592,5.5,4.6,16.8,1.3,12.4,0.38,0.85,1.23,8.9,109.9,100.6
136,Tacko Fall,CLE,C,26,8,3.1,6.4,14.5,12.2,5,0.2,5,0.4,0,0.0,0.4,0.347,0.6,0.6,11.1,0.0,0.0,0.0,0.25,0.13,0.0,0.0,0.0
137,Derrick Favors,OKC,F,30,21,16.7,34.7,15.3,4.8,18,0.556,101,0.535,9,0.222,0.518,0.526,5.9,5.1,15.8,0.6,5.7,0.48,0.19,0.29,6.3,113.9,102.3
138,Bruno Fernando,BOS,F-C,23,8,2.2,4.7,14.7,50.0,0,0.0,3,0.667,0,0.0,0.667,0.667,0.5,0.3,6.0,0.1,8.1,0.0,0.13,0.38,4.5,0.0,0.0
139,Dorian Finney-Smith,DAL,F,28,28,32.1,66.9,13.1,10.3,29,0.586,88,0.534,135,0.37,0.547,0.554,9.3,4.8,8.0,1.8,7.8,1.43,0.5,0.96,5.4,113.3,104.2
140,Malik Fitts,UTA,F,20,4,2.6,5.4,4.2,0.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.8,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Malachi Flynn,TOR,G,23,20,8.3,17.2,19.0,8.2,7,0.571,33,0.455,31,0.29,0.445,0.455,3.1,1.2,7.5,0.9,15.0,0.5,0.1,0.3,7.2,101.3,102.1
142,Bryn Forbes,SAS,G,28,26,14.5,30.3,21.8,11.9,27,0.889,79,0.506,79,0.43,0.576,0.606,7.9,1.2,4.3,0.7,7.3,0.38,0.04,0.88,5.2,107.1,110.2
143,Trent Forrest,UTA,G,23,20,7.5,15.5,10.4,31.0,8,0.875,18,0.556,3,0.333,0.548,0.612,1.5,1.1,8.1,0.8,12.7,0.25,0.0,0.55,5.9,107.7,103.5
144,Evan Fournier,NYK,G-F,29,28,28.1,58.6,19.7,10.0,33,0.788,120,0.458,182,0.368,0.515,0.532,12.0,2.7,5.2,1.6,9.1,0.89,0.21,1.25,5.3,103.3,109.7
145,De'Aaron Fox,SAC,G,23,29,34.2,71.3,28.0,12.0,170,0.741,387,0.514,118,0.263,0.486,0.532,21.3,3.7,5.6,5.0,23.8,1.38,0.45,2.72,8.6,106.0,108.5
146,Enes Freedom,BOS,C,29,17,11.2,23.3,17.7,14.3,18,0.833,55,0.473,3,0.333,0.474,0.531,4.1,5.3,25.3,0.2,2.4,0.12,0.53,0.65,5.8,114.2,98.3
147,Daniel Gafford,WAS,F-C,23,26,21.2,44.3,16.3,14.0,47,0.723,152,0.678,0,0.0,0.678,0.695,9.2,6.3,16.2,1.0,7.2,0.5,1.88,1.08,7.3,130.2,98.4
148,Danilo Gallinari,ATL,F,33,25,21.8,45.5,17.4,5.5,46,0.935,91,0.429,95,0.421,0.532,0.584,9.6,4.0,9.7,1.4,8.7,0.52,0.24,0.48,6.9,122.0,108.0
149,Darius Garland,CLE,G,21,28,34.2,71.3,25.7,19.1,69,0.899,234,0.53,190,0.389,0.554,0.585,19.0,3.0,4.8,7.4,35.3,1.29,0.11,3.82,8.8,108.4,103.7
150,Marcus Garrett,MIA,G,23,6,3.5,7.2,6.2,0.0,2,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.5,8.2,0.7,23.7,0.0,0.17,0.0,0.0,0.0,0.0
151,Usman Garuba,HOU,F,19,8,7.8,16.1,12.9,10.6,2,0.5,7,0.571,9,0.222,0.438,0.444,1.9,2.8,19.0,0.9,16.2,0.5,0.5,0.25,8.6,109.9,99.8
152,Luka Garza,DET,C,22,15,9.5,19.8,17.5,12.0,14,0.786,29,0.448,16,0.375,0.489,0.538,3.7,2.1,11.7,0.5,8.0,0.4,0.07,0.47,6.6,110.0,96.4
153,Rudy Gay,UTA,F-G,35,13,19.0,39.6,20.2,10.5,13,0.769,32,0.531,65,0.4,0.577,0.594,9.4,5.0,14.4,0.9,7.0,0.54,0.23,0.92,7.3,115.2,98.9
154,Paul George,LAC,F,31,24,35.9,74.7,34.0,15.2,108,0.88,320,0.488,201,0.318,0.484,0.527,25.0,7.3,10.7,5.4,26.9,1.88,0.38,4.25,11.1,98.2,99.0
155,Taj Gibson,NYK,F,36,12,18.6,38.6,9.5,25.0,9,0.778,29,0.517,3,0.0,0.469,0.514,3.1,4.7,13.4,0.7,5.0,0.33,1.17,1.0,4.7,105.2,95.8
156,Josh Giddey,OKC,G,19,25,29.9,62.3,21.3,19.6,30,0.7,192,0.469,90,0.244,0.436,0.452,10.7,6.8,11.6,5.9,32.5,0.96,0.6,2.88,10.1,93.4,105.8
157,Shai Gilgeous-Alexander,OKC,G-F,23,24,34.9,72.7,28.6,10.1,150,0.813,276,0.467,154,0.305,0.464,0.525,21.7,4.6,6.8,4.9,25.6,0.92,0.71,2.33,9.0,106.2,108.7
158,Anthony Gill,WAS,F,29,11,5.0,10.3,14.4,11.4,8,0.875,9,0.667,3,1.0,0.875,0.902,2.5,1.4,15.0,0.2,5.6,0.0,0.18,0.18,7.1,165.4,104.3
159,Rudy Gobert,UTA,C,29,27,31.5,65.5,16.6,14.8,169,0.675,201,0.741,1,0.0,0.738,0.745,15.3,14.7,25.6,1.0,4.6,0.81,2.15,1.78,7.7,138.9,95.3
160,Aaron Gordon,DEN,F,26,28,32.7,68.0,18.3,11.6,87,0.747,209,0.584,82,0.341,0.564,0.597,14.0,5.6,9.6,2.3,10.3,0.61,0.71,1.54,6.9,116.8,108.4
161,Eric Gordon,HOU,G,32,23,29.9,62.2,21.0,17.1,64,0.719,129,0.519,125,0.448,0.594,0.617,15.1,1.9,3.4,2.9,15.7,0.61,0.57,2.52,5.8,107.0,114.5
162,Devonte' Graham,NOP,G,26,27,31.1,64.8,20.2,11.1,49,0.776,115,0.391,217,0.355,0.483,0.508,13.3,2.4,4.2,4.5,22.0,1.15,0.15,1.63,6.7,105.9,113.1
163,Jerami Grant,DET,F,27,24,33.2,69.2,26.8,10.3,146,0.849,255,0.455,127,0.331,0.469,0.54,20.1,4.8,7.8,2.6,14.3,1.13,1.13,2.13,7.6,106.4,108.1
164,Danny Green,PHI,G,34,22,23.6,49.1,13.4,15.1,4,1.0,20,0.6,108,0.389,0.586,0.593,7.0,2.7,6.4,1.2,7.4,1.45,0.77,1.05,4.8,106.9,105.2
165,Draymond Green,GSW,F,31,27,30.3,63.1,14.3,30.7,63,0.587,134,0.604,26,0.308,0.581,0.594,8.3,8.0,14.3,7.3,32.6,1.37,1.0,3.07,10.4,112.4,92.6
166,Javonte Green,CHI,G-F,28,23,20.6,43.0,11.4,12.9,24,0.75,71,0.535,26,0.385,0.546,0.576,5.4,4.3,11.3,0.7,4.6,0.83,0.35,0.7,4.9,117.5,100.7
167,Jalen Green,HOU,G,19,18,30.8,64.3,23.0,16.2,57,0.807,113,0.487,115,0.278,0.452,0.498,14.0,3.1,5.4,2.3,11.9,0.61,0.22,2.72,6.0,91.1,112.5
168,JaMychal Green,DEN,F-C,31,25,14.4,30.0,20.3,15.3,23,0.783,69,0.565,59,0.22,0.457,0.489,5.4,3.3,12.8,0.8,8.5,0.8,0.52,1.0,6.7,94.9,94.1
169,Jeff Green,DEN,F,35,28,25.0,52.1,16.2,11.0,76,0.829,131,0.557,61,0.328,0.536,0.597,9.6,3.0,6.8,1.1,6.5,0.29,0.5,1.0,5.1,112.5,105.6
170,Josh Green,DAL,G,21,17,7.4,15.4,12.7,11.2,4,0.25,24,0.625,6,0.5,0.65,0.63,2.4,1.5,11.2,0.5,9.7,0.35,0.12,0.24,6.6,124.1,97.1
171,Blake Griffin,BKN,F,32,20,21.1,44.0,14.6,7.1,30,0.7,57,0.526,61,0.18,0.394,0.434,5.7,4.7,11.8,2.1,13.1,0.55,0.55,0.5,7.3,103.6,97.8
172,Quentin Grimes,NYK,G,21,14,8.5,17.7,17.3,17.1,2,1.0,6,0.333,32,0.469,0.645,0.656,3.6,0.9,5.8,0.4,7.9,0.21,0.07,0.57,5.1,110.2,107.3
173,Tyrese Haliburton,SAC,G,21,27,33.1,68.9,16.0,15.4,29,0.759,155,0.477,119,0.395,0.527,0.542,11.5,4.0,6.4,5.7,24.2,1.78,0.85,1.93,7.7,112.1,112.2
174,R.J. Hampton,ORL,G,20,29,18.5,38.5,20.6,16.7,63,0.603,114,0.386,72,0.417,0.478,0.505,7.4,2.8,8.0,2.3,19.5,0.48,0.14,1.48,7.8,96.1,108.9
175,Tim Hardaway Jr.,DAL,G-F,29,28,31.4,65.3,21.3,4.3,65,0.738,165,0.448,207,0.333,0.477,0.503,14.4,3.9,6.8,2.3,11.4,0.96,0.11,0.64,6.4,105.8,105.8
176,James Harden,BKN,G,32,26,36.2,75.5,27.6,21.8,192,0.885,191,0.471,190,0.337,0.488,0.582,20.8,7.9,11.6,9.6,39.3,1.38,0.65,5.0,12.9,109.2,101.6
177,Maurice Harkless,SAC,F-G,28,19,18.8,39.2,9.7,11.0,11,0.727,27,0.63,41,0.22,0.449,0.474,3.6,2.4,6.6,0.5,3.6,0.42,0.42,0.47,3.5,93.5,108.8
178,Montrezl Harrell,WAS,F-C,27,29,26.0,54.1,20.7,10.3,137,0.723,244,0.656,8,0.25,0.647,0.68,14.7,7.7,16.1,2.1,13.7,0.52,0.66,1.24,9.5,133.8,104.6
179,Gary Harris,ORL,G,27,22,26.3,54.8,14.4,12.3,17,0.765,87,0.54,76,0.316,0.509,0.525,8.1,2.4,4.8,1.6,9.6,0.64,0.09,1.09,4.8,102.6,112.4
180,Joe Harris,BKN,G-F,30,14,30.2,62.9,14.7,11.2,6,0.833,36,0.417,88,0.466,0.617,0.624,11.3,4.0,7.0,1.0,4.7,0.5,0.14,1.14,4.7,109.5,104.4
181,Tobias Harris,PHI,F,29,20,34.1,71.1,24.8,8.8,68,0.838,228,0.531,82,0.317,0.516,0.555,18.9,7.8,12.5,3.3,16.4,0.35,0.55,1.65,9.2,109.8,109.1
182,Isaiah Hartenstein,LAC,C-F,23,28,16.3,34.0,17.8,15.0,49,0.653,134,0.657,3,0.667,0.664,0.675,7.6,4.7,15.0,1.9,18.3,0.86,1.25,1.0,10.0,131.2,90.3
183,Josh Hart,NOP,G,26,23,31.1,64.7,15.3,15.6,58,0.828,137,0.577,54,0.333,0.555,0.6,11.3,6.8,11.9,4.1,20.0,0.83,0.3,1.74,8.8,117.8,105.2
184,Udonis Haslem,MIA,F,41,5,4.6,9.6,11.6,0.0,0,0.0,5,0.6,1,0.0,0.5,0.5,1.2,1.2,14.7,0.2,6.4,0.0,0.2,0.0,5.7,116.4,85.3
185,Sam Hauser,BOS,F,24,3,2.3,4.7,19.3,0.0,0,0.0,0,0.0,3,0.333,0.5,0.5,1.0,0.7,15.7,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0
186,Jaxson Hayes,NOP,C-F,21,20,11.7,24.4,19.7,12.0,37,0.757,68,0.529,11,0.364,0.532,0.588,5.6,3.2,14.7,0.3,3.4,0.25,0.6,0.65,6.0,115.0,100.9
187,Killian Hayes,DET,G,20,21,25.6,53.2,14.3,17.4,21,0.905,77,0.325,61,0.344,0.409,0.448,6.3,3.4,7.2,3.7,21.9,1.14,0.43,1.48,6.7,95.5,103.7
188,Gordon Hayward,CHA,F,31,30,34.3,71.5,21.6,10.7,126,0.857,274,0.504,139,0.403,0.538,0.589,18.4,4.9,7.6,3.9,16.5,0.8,0.6,1.87,8.2,116.6,114.6
189,Aaron Henry,PHI,F,22,1,2.1,4.4,21.6,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,Juancho Hernangomez,BOS,F,26,15,4.2,8.8,18.2,22.9,5,0.8,6,0.333,12,0.167,0.278,0.347,0.9,1.1,14.4,0.1,2.1,0.27,0.0,0.4,4.4,71.5,101.9
191,Willy Hernangomez,NOP,C-F,27,15,15.2,31.7,21.2,14.1,30,0.7,82,0.646,2,1.0,0.667,0.684,8.9,7.0,24.8,1.5,18.0,0.4,0.33,1.07,11.9,130.3,96.7
192,Tyler Herro,MIA,G,21,25,32.9,68.5,29.7,14.2,59,0.864,275,0.476,170,0.382,0.513,0.539,20.3,5.2,9.0,3.7,19.5,0.56,0.08,3.12,8.9,100.5,107.7
193,Buddy Hield,SAC,G,29,29,28.3,58.9,24.0,9.9,56,0.857,108,0.454,287,0.355,0.511,0.539,15.6,4.0,7.4,2.1,11.0,0.76,0.28,1.59,7.2,105.6,109.7
194,George Hill,MIL,G,35,24,26.5,55.1,12.6,15.0,32,0.938,73,0.548,71,0.324,0.517,0.566,7.5,3.5,6.9,2.5,12.8,0.79,0.13,1.17,6.1,114.6,105.4
195,Solomon Hill,ATL,F,30,13,10.7,22.3,6.6,4.8,0,0.0,7,0.143,13,0.154,0.2,0.2,0.6,1.8,9.3,0.9,10.3,0.31,0.15,0.08,3.7,89.6,103.1
196,Aaron Holiday,WAS,G,25,28,16.4,34.2,17.5,15.0,24,0.792,103,0.515,39,0.359,0.521,0.547,6.0,1.6,5.3,1.8,16.3,0.54,0.29,0.96,6.3,102.9,104.6
197,Jrue Holiday,MIL,G,31,24,32.3,67.2,23.2,14.6,45,0.667,227,0.529,111,0.369,0.537,0.549,16.4,4.4,7.2,6.5,32.0,1.33,0.5,2.54,9.6,110.8,104.5
198,Justin Holiday,IND,F-G,32,24,27.8,57.9,15.5,8.9,11,0.727,54,0.519,157,0.357,0.531,0.537,9.7,2.8,5.5,1.7,8.4,0.54,0.29,0.88,5.2,105.7,106.9
199,Richaun Holmes,SAC,F,28,22,27.1,56.4,17.1,12.9,57,0.807,181,0.707,4,0.5,0.708,0.733,14.0,9.4,18.1,1.4,8.0,0.27,0.95,1.41,8.4,137.1,102.3
200,Rodney Hood,MIL,G-F,29,23,15.6,32.6,10.3,3.5,12,1.0,29,0.448,49,0.327,0.474,0.516,3.7,2.0,6.9,0.8,7.0,0.35,0.04,0.13,4.6,117.6,106.5
201,Al Horford,BOS,C-F,35,24,29.6,61.7,17.6,8.8,56,0.857,131,0.58,105,0.295,0.519,0.562,12.2,7.8,14.1,3.5,18.3,0.75,1.54,1.04,9.4,120.4,101.7
202,Talen Horton-Tucker,LAL,G,21,15,28.8,60.0,19.4,11.7,29,0.828,106,0.472,54,0.278,0.453,0.489,11.3,4.5,8.3,2.9,14.3,1.2,0.53,1.53,7.3,99.1,100.4
203,Danuel House Jr.,HOU,F-G,28,16,14.5,30.3,18.3,17.9,19,0.895,40,0.375,34,0.294,0.405,0.467,4.8,2.7,9.9,1.2,11.9,0.31,0.31,1.13,6.9,88.7,108.1
204,Dwight Howard,LAL,C-F,36,25,15.1,31.5,13.1,20.0,46,0.609,64,0.609,8,0.75,0.667,0.672,5.0,5.4,18.7,0.5,4.4,0.84,0.68,0.92,6.3,121.3,94.4
205,Markus Howard,DEN,G,22,16,7.2,15.1,27.7,8.4,8,0.875,16,0.25,46,0.391,0.5,0.527,4.3,0.3,2.4,0.3,6.7,0.38,0.0,0.38,4.0,96.8,104.4
206,Kevin Huerter,ATL,G-F,23,27,27.5,57.2,16.8,12.3,14,0.857,119,0.555,125,0.384,0.566,0.576,10.7,3.3,6.5,2.6,13.6,0.44,0.26,1.3,6.6,110.9,109.4
207,Jay Huff,LAL,C,24,1,8.1,16.9,5.3,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,2.0,13.0,1.0,14.6,0.0,0.0,0.0,0.0,98.8,114.8
208,Elijah Hughes,UTA,G,23,6,2.8,5.8,10.2,25.8,2,1.0,1,0.0,1,0.0,0.0,0.347,0.3,0.2,3.3,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
209,De'Andre Hunter,ATL,F-G,24,11,27.8,58.0,18.4,10.8,10,0.4,73,0.479,38,0.395,0.518,0.516,10.8,2.7,5.3,0.6,3.3,0.64,0.27,1.27,3.7,94.5,105.7
210,Chandler Hutchison,PHX,F-G,25,5,2.9,6.0,17.8,51.0,2,1.0,2,0.5,0,0.0,0.5,0.694,0.8,1.0,18.0,0.2,8.7,0.0,0.0,0.6,7.5,0.0,0.0
211,Bones Hyland,DEN,G,21,19,16.3,34.0,23.9,9.7,23,0.957,50,0.44,89,0.337,0.482,0.523,8.2,1.7,5.9,1.6,14.6,0.74,0.16,0.84,6.9,102.7,102.2
212,Serge Ibaka,LAC,F,32,11,14.0,29.2,16.0,10.6,8,0.625,27,0.333,20,0.4,0.447,0.465,4.3,3.1,11.6,1.2,11.9,0.18,0.27,0.55,7.2,104.2,95.8
213,Andre Iguodala,GSW,G-F,37,14,19.6,40.9,10.2,13.9,8,0.75,21,0.667,31,0.161,0.413,0.441,3.5,3.5,9.6,3.6,23.5,0.64,0.71,0.64,7.2,116.0,101.0
214,Joe Ingles,UTA,F-G,34,27,24.6,51.2,13.0,13.7,13,0.769,33,0.636,132,0.402,0.609,0.618,7.8,3.0,6.6,3.5,18.7,0.48,0.11,1.0,7.1,127.2,104.8
215,Brandon Ingram,NOP,F,24,23,35.3,73.5,29.6,11.9,121,0.826,331,0.48,111,0.36,0.495,0.543,23.4,6.3,9.6,4.9,24.8,0.57,0.39,2.91,10.2,106.9,110.2
216,Jaren Jackson Jr.,MEM,F-C,22,28,27.1,56.5,25.5,9.4,97,0.835,202,0.5,172,0.343,0.507,0.552,16.4,5.3,10.5,1.0,5.4,0.89,1.93,1.54,6.5,108.1,100.4
217,Frank Jackson,DET,G,23,26,22.0,45.8,20.4,8.8,42,0.833,83,0.518,146,0.336,0.509,0.541,10.3,1.3,3.3,0.8,6.6,0.5,0.23,0.92,4.0,103.1,110.8
218,Isaiah Jackson,IND,F,19,7,5.1,10.6,19.5,6.3,2,0.5,14,0.357,0,0.0,0.357,0.37,1.6,1.6,17.0,0.0,0.0,0.14,0.14,0.14,0.0,86.7,83.2
219,Josh Jackson,DET,G-F,24,23,18.1,37.8,18.1,13.1,33,0.697,76,0.5,62,0.29,0.471,0.502,6.7,3.1,9.3,1.6,14.2,0.43,0.43,1.0,7.1,98.7,104.5
220,Reggie Jackson,LAC,G,31,29,33.0,68.8,26.1,10.7,55,0.8,253,0.458,234,0.329,0.475,0.496,17.5,3.5,5.6,4.1,20.3,0.55,0.17,2.1,7.6,99.3,106.1
221,LeBron James,LAL,F,36,17,37.1,77.4,29.3,14.4,76,0.763,201,0.602,134,0.358,0.576,0.603,26.1,5.9,8.4,6.9,32.3,1.76,0.88,3.65,11.0,112.4,105.3
222,DeJon Jarreau,IND,G,23,1,0.9,1.9,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,Ty Jerome,OKC,G-F,24,22,13.6,28.4,21.9,8.6,29,0.828,55,0.545,71,0.282,0.476,0.519,6.5,1.0,3.9,1.2,14.7,0.64,0.14,0.59,5.8,104.8,105.3
224,Isaiah Joe,PHI,G,22,17,10.0,20.8,18.5,10.1,7,1.0,15,0.4,44,0.341,0.483,0.515,3.8,1.1,6.2,0.8,11.3,0.18,0.0,0.41,6.0,101.2,108.8
225,Alize Johnson,CHI,F,25,16,7.5,15.7,12.4,23.5,7,0.571,21,0.571,2,0.0,0.522,0.537,1.8,2.3,16.4,0.5,8.9,0.19,0.0,0.5,6.8,111.4,97.4
226,Cameron Johnson,PHX,F,25,27,24.3,50.7,17.1,7.3,35,0.771,82,0.439,143,0.406,0.547,0.568,10.1,3.7,7.8,1.3,7.1,0.81,0.26,0.7,6.0,110.1,102.0
227,David Johnson,TOR,G,20,2,1.0,2.1,21.5,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,James Johnson,BKN,F,34,18,18.2,37.9,12.8,11.4,14,0.429,63,0.524,16,0.313,0.513,0.511,4.8,3.9,11.5,1.9,14.8,0.5,0.39,0.61,7.2,111.5,96.0
229,Jalen Johnson,ATL,F,20,7,2.7,5.7,24.7,0.0,2,1.0,6,0.5,4,0.5,0.6,0.643,2.0,0.7,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,Keldon Johnson,SAS,F-G,22,26,30.7,63.9,20.3,8.7,83,0.651,231,0.485,79,0.443,0.531,0.553,14.7,6.1,10.5,1.8,8.4,0.85,0.15,1.27,7.1,107.9,107.4
231,Keon Johnson,LAC,G,19,5,4.6,9.6,20.2,9.4,6,0.833,6,0.333,1,0.0,0.286,0.467,1.8,0.6,6.8,0.4,11.9,0.2,0.0,0.2,6.6,103.6,91.7
232,Nikola Jokic,DEN,C,26,23,32.9,68.6,32.0,14.6,123,0.748,305,0.659,103,0.379,0.636,0.661,26.6,13.6,23.0,7.5,44.1,1.26,0.74,3.43,17.0,125.1,99.1
233,Derrick Jones Jr.,CHI,F,24,22,18.5,38.5,13.7,9.5,36,0.833,74,0.676,25,0.32,0.626,0.67,7.0,3.5,10.5,0.5,4.2,0.55,0.95,0.55,5.0,133.4,98.0
234,Damian Jones,SAC,C,26,13,8.7,18.2,12.7,14.7,16,0.625,20,0.6,2,0.5,0.614,0.637,2.8,2.8,17.1,0.6,9.6,0.08,0.31,0.38,7.7,131.3,100.6
235,Herbert Jones,NOP,F,23,27,27.1,56.5,12.2,14.3,32,0.781,135,0.489,30,0.333,0.491,0.522,6.9,3.3,6.5,1.8,9.4,1.37,0.89,1.11,5.1,105.1,104.2
236,Kai Jones,CHA,C-F,20,9,2.5,5.1,15.2,38.1,2,0.5,3,0.667,1,0.0,0.5,0.512,0.6,0.4,9.7,0.1,5.7,0.0,0.0,0.33,4.6,0.0,0.0
237,Tre Jones,SAS,G,21,25,11.4,23.7,16.5,13.7,13,1.0,81,0.519,8,0.125,0.489,0.528,4.0,1.6,7.6,1.8,22.0,0.36,0.0,0.6,7.9,109.4,107.6
238,Tyus Jones,MEM,G,25,29,20.8,43.3,15.3,11.0,25,0.88,114,0.509,70,0.4,0.543,0.569,7.7,2.6,6.8,4.2,28.0,0.93,0.07,0.83,8.4,124.2,112.4
