,FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,TOPG,VI,ORTG,DRTG
239,DeAndre Jordan,LAL,C,33,23,13.3,27.6,13.6,18.7,12,0.583,73,0.671,0,0.0,0.671,0.671,4.6,5.8,23.2,0.3,3.8,0.35,0.91,0.78,6.0,121.4,92.6
240,Cory Joseph,DET,G,30,24,21.0,43.8,14.7,20.4,43,0.837,78,0.487,40,0.3,0.475,0.54,6.2,1.8,4.7,3.5,25.6,0.83,0.21,1.46,6.5,105.7,108.5
241,Georgios Kalaitzakis,MIL,F,22,9,5.3,11.1,17.0,21.1,9,0.444,7,0.429,4,0.5,0.545,0.535,1.8,0.9,8.8,0.0,0.0,0.11,0.11,0.44,0.0,93.1,94.9
242,Frank Kaminsky,PHX,F-C,28,9,20.1,41.9,19.1,6.3,20,0.9,51,0.608,15,0.333,0.583,0.635,10.6,4.6,11.6,1.4,10.7,0.89,0.78,0.56,8.1,130.1,98.6
243,Luke Kennard,LAC,G,25,29,28.6,59.7,15.7,8.4,20,0.95,90,0.411,175,0.451,0.587,0.603,11.4,3.5,6.4,2.0,10.3,0.72,0.07,0.86,6.0,115.7,105.1
244,Louis King,SAC,F,22,4,13.1,27.2,20.3,0.0,7,0.857,8,0.375,14,0.286,0.409,0.478,6.0,1.8,7.0,0.3,2.7,0.5,0.0,0.0,4.5,104.9,101.8
245,Corey Kispert,WAS,F,22,25,12.8,26.7,14.0,9.0,16,0.75,33,0.636,51,0.275,0.5,0.527,3.8,1.8,7.7,0.6,6.2,0.24,0.12,0.36,5.0,106.6,111.9
246,Maxi Kleber,DAL,F,29,19,23.2,48.3,13.3,8.4,23,0.739,32,0.594,78,0.359,0.555,0.579,7.3,5.4,12.6,0.9,5.5,0.37,0.84,0.58,5.7,117.8,101.6
247,Nathan Knight,MIN,F-C,24,11,3.8,8.0,16.9,17.5,14,0.786,7,0.714,1,0.0,0.625,0.742,1.9,1.2,16.2,0.3,10.3,0.09,0.18,0.27,9.3,0.0,0.0
248,Kevin Knox II,NYK,F,22,8,8.9,18.6,19.4,6.3,8,0.625,7,0.286,19,0.421,0.538,0.559,4.1,1.8,10.5,0.4,6.5,0.25,0.0,0.25,6.4,117.2,112.5
249,John Konchar,MEM,G,25,27,15.8,32.9,10.2,13.6,16,0.5,48,0.625,34,0.5,0.677,0.668,4.4,3.7,12.6,1.3,10.9,0.78,0.19,0.52,7.0,131.6,105.3
250,Furkan Korkmaz,PHI,G-F,24,27,22.2,46.3,19.6,9.3,28,0.821,93,0.484,129,0.295,0.459,0.484,8.4,2.9,7.1,2.4,16.3,0.63,0.15,0.89,7.0,99.5,111.7
251,Vit Krejci,OKC,G,21,3,3.1,6.4,18.3,25.8,2,1.0,0,0.0,2,0.0,0.0,0.347,0.7,1.0,16.7,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0
252,Arnoldas Kulboka,CHA,F,23,1,2.7,5.6,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,Jonathan Kuminga,GSW,F,19,18,7.2,15.1,22.8,13.1,17,0.588,36,0.611,16,0.125,0.481,0.504,3.3,1.6,12.0,0.3,5.8,0.28,0.11,0.5,6.5,96.0,90.4
254,Kyle Kuzma,WAS,F,26,27,32.8,68.4,19.7,13.9,56,0.679,156,0.494,155,0.348,0.508,0.527,13.1,8.1,13.5,2.9,13.4,0.59,0.7,2.0,8.2,100.6,105.5
255,Jeremy Lamb,IND,G-F,29,23,13.4,28.0,21.7,7.8,37,0.946,58,0.379,67,0.358,0.464,0.534,6.6,2.4,10.0,1.1,11.7,0.48,0.3,0.52,7.7,111.5,103.4
256,Jock Landale,SAS,C,26,10,3.2,6.6,24.9,10.9,3,0.667,10,0.8,5,0.4,0.733,0.735,2.4,0.6,10.1,0.3,16.7,0.0,0.2,0.2,9.4,0.0,0.0
257,Romeo Langford,BOS,G-F,22,22,18.3,38.1,12.6,9.5,13,0.692,58,0.448,41,0.39,0.505,0.52,5.0,3.2,9.3,0.6,4.6,0.41,0.18,0.5,4.6,107.9,105.4
258,Zach LaVine,CHI,G-F,26,27,35.1,73.1,30.3,11.0,130,0.846,323,0.551,202,0.391,0.565,0.604,26.0,5.3,8.3,4.2,21.0,0.52,0.33,2.67,9.5,113.7,107.6
259,Jake Layman,MIN,F,27,10,4.6,9.5,13.7,13.3,0,0.0,7,0.286,6,0.333,0.385,0.385,1.0,0.7,8.0,0.1,3.0,0.1,0.1,0.2,3.6,76.3,110.5
260,Damion Lee,GSW,G-F,29,22,19.9,41.5,17.3,6.9,27,0.852,81,0.506,70,0.314,0.49,0.525,7.8,3.0,8.3,1.0,6.8,0.41,0.14,0.55,5.7,106.1,98.5
261,Saben Lee,DET,G,22,11,13.6,28.4,19.4,13.3,13,0.615,29,0.517,24,0.25,0.453,0.477,5.1,2.2,8.6,2.0,24.4,1.09,0.27,0.82,8.3,98.8,107.6
262,Alex Len,SAC,C,28,21,17.0,35.3,16.0,17.8,36,0.639,80,0.55,15,0.4,0.558,0.582,6.1,4.2,13.1,1.0,8.3,0.24,1.0,1.14,6.9,108.6,97.1
263,Caris LeVert,IND,G,27,22,28.7,59.7,26.2,9.2,47,0.809,222,0.482,101,0.307,0.475,0.502,15.7,2.7,5.2,3.3,18.4,0.91,0.5,1.59,7.2,102.0,107.5
264,Kira Lewis Jr.,NOP,G,20,24,14.2,29.6,22.2,14.7,12,0.833,88,0.523,58,0.224,0.449,0.466,5.9,1.6,6.0,2.0,22.9,0.46,0.04,1.08,7.5,94.4,112.2
265,Damian Lillard,POR,G,31,23,36.3,75.7,28.7,11.6,114,0.886,214,0.467,223,0.305,0.462,0.518,22.0,4.2,6.3,7.7,34.2,0.61,0.43,2.78,9.8,108.5,114.7
266,Nassir Little,POR,F-G,21,25,22.9,47.8,15.4,10.9,47,0.766,84,0.631,76,0.316,0.556,0.592,8.6,5.2,12.2,0.8,5.4,0.68,0.68,0.88,5.8,116.3,106.1
267,Kevon Looney,GSW,F,25,28,18.5,38.6,13.7,10.9,45,0.556,126,0.548,1,0.0,0.543,0.555,5.8,6.4,18.6,1.3,9.8,0.46,0.71,0.64,7.9,124.1,89.1
268,Brook Lopez,MIL,C,33,1,28.2,58.8,13.7,0.0,0,0.0,5,0.2,4,0.5,0.444,0.444,8.0,5.0,9.3,0.0,0.0,1.0,3.0,0.0,0.0,104.4,99.8
269,Robin Lopez,ORL,C,33,11,14.6,30.3,18.2,14.7,20,0.6,48,0.625,1,0.0,0.612,0.623,6.5,3.3,11.9,1.0,11.8,0.0,0.55,0.91,7.6,121.2,109.0
270,Didi Louzada,NOP,G,20,2,3.5,7.2,18.6,0.0,0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,1.0,15.6,0.5,18.1,0.0,0.0,0.0,0.0,0.0,0.0
271,Kevin Love,CLE,F-C,33,22,19.8,41.3,24.4,10.7,56,0.964,78,0.449,114,0.412,0.549,0.612,12.0,7.1,19.7,1.9,15.0,0.23,0.27,1.18,11.0,119.6,97.7
272,Kyle Lowry,MIA,G,35,27,34.3,71.5,19.9,20.6,60,0.867,123,0.569,179,0.335,0.53,0.566,13.8,4.4,7.3,7.9,34.1,1.04,0.33,3.15,9.1,110.7,103.1
273,Timothe Luwawu-Cabarrot,ATL,G-F,26,21,11.7,24.3,14.8,6.0,9,0.889,26,0.385,48,0.375,0.5,0.526,3.9,1.4,6.4,0.6,6.6,0.29,0.14,0.24,5.1,110.3,104.1
274,Trey Lyles,DET,F,26,26,16.3,33.9,20.5,11.4,54,0.796,87,0.517,68,0.309,0.494,0.548,7.5,4.1,13.6,0.7,7.7,0.23,0.15,0.88,6.8,108.9,105.7
275,Theo Maledon,OKC,G,20,15,11.5,24.0,16.5,22.9,15,0.867,17,0.412,27,0.111,0.261,0.356,2.4,1.6,7.1,1.0,12.4,0.33,0.13,1.0,5.4,72.7,107.7
276,Sandro Mamukelashvili,MIL,F-C,22,15,9.2,19.1,12.9,7.3,3,0.667,23,0.478,14,0.357,0.5,0.509,2.6,2.2,12.6,0.5,7.1,0.07,0.07,0.2,6.2,121.0,107.6
277,Terance Mann,LAC,G-F,25,28,28.2,58.7,15.0,11.8,52,0.788,139,0.532,77,0.364,0.537,0.571,9.8,5.5,10.3,2.3,11.8,0.61,0.07,1.14,7.1,116.5,100.9
278,Tre Mann,OKC,G,20,19,16.4,34.1,21.0,8.6,20,0.7,78,0.449,51,0.373,0.492,0.512,7.4,1.8,5.8,0.5,5.0,0.58,0.26,0.68,4.6,97.7,103.9
279,Boban Marjanovic,DAL,C,33,14,6.1,12.6,33.1,14.3,13,0.462,45,0.667,3,0.333,0.656,0.642,4.9,1.9,17.2,0.1,5.4,0.0,0.14,0.64,6.4,103.9,89.6
280,Lauri Markkanen,CLE,F-C,24,21,30.2,63.0,19.6,5.6,42,0.833,111,0.514,138,0.348,0.518,0.548,14.0,5.2,9.4,1.3,6.5,0.81,0.43,0.76,6.0,111.4,102.6
281,Naji Marshall,NOP,F,23,19,11.0,22.9,19.0,20.5,29,0.862,37,0.432,24,0.125,0.336,0.447,3.5,2.8,13.9,1.1,13.5,0.42,0.16,1.0,8.0,91.0,103.8
282,Kenyon Martin Jr.,HOU,F,20,27,16.7,34.8,16.8,6.7,41,0.585,108,0.63,41,0.293,0.577,0.587,7.3,3.1,10.1,1.1,10.4,0.41,0.44,0.44,7.0,119.1,108.8
283,Caleb Martin,MIA,F,26,23,19.6,40.8,16.2,7.9,36,0.639,82,0.561,53,0.377,0.563,0.58,7.6,3.2,9.2,1.0,7.4,0.87,0.57,0.57,5.9,116.7,102.0
284,Cody Martin,CHA,F,26,28,27.6,57.5,12.9,9.4,46,0.739,126,0.5,66,0.5,0.586,0.61,9.3,4.5,8.7,2.6,12.3,1.36,0.54,0.79,6.9,127.4,112.0
285,Kelan Martin,IND,F,26,23,17.6,36.7,18.5,8.1,11,0.636,88,0.534,65,0.292,0.493,0.501,6.9,2.0,6.3,0.9,7.3,0.48,0.35,0.61,5.3,101.6,106.1
286,Garrison Mathews,HOU,G,25,15,28.6,59.6,14.6,2.7,37,0.784,19,0.789,109,0.367,0.586,0.62,11.9,3.3,6.1,0.5,2.8,0.73,0.47,0.27,3.8,125.9,106.7
287,Wesley Matthews,MIL,G,35,4,14.0,29.2,10.6,14.4,2,0.0,3,0.667,8,0.25,0.455,0.421,2.5,1.3,4.7,0.3,2.3,0.5,0.25,0.5,2.8,78.9,101.0
288,Tyrese Maxey,PHI,G,21,28,34.6,72.1,21.3,8.3,96,0.875,286,0.514,89,0.371,0.524,0.572,17.0,3.5,5.6,4.7,21.9,0.71,0.61,1.36,7.6,116.7,109.2
289,Skylar Mays,ATL,G,24,7,2.7,5.7,20.9,21.7,5,1.0,3,1.0,2,0.5,0.9,0.972,2.0,0.3,5.6,0.1,8.0,0.0,0.0,0.29,5.8,0.0,0.0
290,Miles McBride,NYK,G,21,9,3.7,7.8,26.1,0.0,2,1.0,9,0.333,10,0.2,0.316,0.352,1.6,0.7,9.6,0.3,14.1,0.22,0.11,0.0,7.5,0.0,0.0
291,CJ McCollum,POR,G,30,24,35.3,73.6,26.7,8.9,50,0.7,255,0.447,196,0.393,0.509,0.522,20.6,4.1,6.3,4.5,21.3,1.08,0.71,1.92,8.2,106.6,111.5
292,T.J. McConnell,IND,G,29,24,24.2,50.4,16.2,13.0,15,0.8,156,0.538,25,0.28,0.522,0.536,8.4,3.3,7.6,4.8,29.0,1.04,0.38,1.17,8.4,116.5,105.1
293,Jalen McDaniels,CHA,F-C,23,23,15.8,33.0,13.8,12.7,28,0.607,41,0.634,50,0.44,0.648,0.653,5.9,3.6,12.0,1.0,8.1,0.39,0.35,0.65,7.0,121.5,105.4
294,Jaden McDaniels,MIN,F,21,25,25.0,52.1,13.0,11.8,14,0.714,89,0.472,77,0.273,0.443,0.456,6.3,4.4,9.3,0.8,4.5,1.0,0.52,0.92,4.5,95.7,98.4
295,Doug McDermott,SAS,F,29,20,24.9,52.0,17.5,6.4,13,0.769,84,0.524,101,0.406,0.57,0.579,11.1,2.3,4.9,1.3,7.3,0.2,0.05,0.65,5.2,112.0,111.0
296,JaVale McGee,PHX,C-F,33,27,16.0,33.3,25.5,16.5,57,0.667,183,0.65,4,0.25,0.644,0.658,10.3,7.5,24.0,0.6,6.2,0.26,0.81,1.56,9.0,118.9,87.3
297,Rodney McGruder,DET,G,30,10,6.7,14.0,15.3,12.6,2,1.0,10,0.6,10,0.2,0.45,0.479,2.0,1.3,10.4,0.6,14.4,0.0,0.1,0.3,6.9,103.6,111.1
298,Alfonzo McKinnie,CHI,F,29,1,29.0,60.4,10.6,14.3,0,0.0,3,0.0,3,0.667,0.5,0.5,6.0,0.0,0.0,1.0,4.5,0.0,1.0,1.0,0.0,89.9,109.9
299,JaQuori McLaughlin,DAL,G,23,2,2.8,5.7,8.1,0.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.3,0.0,0.0,0.0,0.0,0.0,0.0
300,Jordan McLaughlin,MIN,G,25,18,10.9,22.8,12.9,19.7,11,0.818,24,0.375,20,0.2,0.341,0.399,2.2,0.9,4.5,2.1,25.9,0.61,0.0,0.67,5.9,96.6,111.7
301,Ben McLemore,POR,G,28,14,11.9,24.9,18.5,11.3,7,0.857,9,0.556,51,0.412,0.608,0.626,5.6,0.9,4.2,0.7,9.1,0.29,0.0,0.57,5.1,115.7,110.1
302,De'Anthony Melton,MEM,G,23,26,24.3,50.6,19.6,14.2,29,0.724,110,0.482,130,0.346,0.502,0.518,10.1,4.0,8.9,2.6,15.2,1.58,0.62,1.62,7.8,102.7,105.5
303,Sam Merrill,MEM,G,25,6,9.6,20.1,20.2,7.2,4,0.5,1,1.0,23,0.304,0.479,0.485,4.2,1.2,6.5,0.7,9.5,0.0,0.0,0.33,6.3,101.7,112.1
304,Chimezie Metu,SAC,F-C,24,16,22.2,46.3,18.3,11.0,17,0.706,68,0.544,62,0.274,0.481,0.498,8.6,6.3,14.9,0.9,6.1,0.75,0.88,1.06,6.6,98.5,106.5
305,Khris Middleton,MIL,F,30,21,30.9,64.5,27.3,15.7,82,0.878,181,0.453,131,0.351,0.484,0.537,17.8,5.7,9.7,4.9,24.8,1.14,0.14,3.1,10.3,104.0,102.5
306,Paul Millsap,BKN,F,36,21,11.2,23.3,17.4,10.7,17,0.706,51,0.412,25,0.24,0.395,0.431,3.4,3.7,17.4,1.0,12.4,0.24,0.33,0.48,8.3,102.6,88.4
307,Patty Mills,BKN,G,33,28,29.6,61.7,17.3,7.9,24,0.875,93,0.452,199,0.447,0.601,0.615,13.3,1.8,3.2,2.4,11.7,0.61,0.25,0.93,5.2,117.2,109.4
308,Shake Milton,PHI,G-F,25,24,25.1,52.3,20.8,9.8,46,0.87,158,0.506,70,0.314,0.496,0.536,11.1,3.0,6.6,3.0,18.8,0.71,0.38,1.13,7.4,108.7,107.3
309,Davion Mitchell,SAC,G,23,29,25.7,53.4,18.7,9.4,30,0.667,171,0.456,114,0.307,0.458,0.471,9.7,2.6,5.2,3.6,20.3,0.72,0.21,1.07,7.0,103.1,109.4
310,Donovan Mitchell,UTA,G,25,26,32.4,67.5,33.1,12.2,93,0.882,281,0.555,240,0.35,0.541,0.575,24.8,3.7,6.2,5.0,26.7,1.69,0.19,3.0,9.5,113.7,102.2
311,Evan Mobley,CLE,C,20,25,33.6,70.0,18.9,11.3,75,0.773,246,0.496,42,0.333,0.497,0.536,13.8,8.4,13.6,2.5,11.3,0.92,1.84,1.64,7.9,108.3,99.6
312,Malik Monk,LAL,G,23,28,23.8,49.6,17.7,13.1,25,0.8,95,0.568,133,0.361,0.553,0.569,9.7,2.8,6.1,2.2,13.4,0.71,0.25,1.29,6.6,107.0,107.0
313,Moses Moody,GSW,G,19,18,5.3,11.0,14.0,3.2,2,0.5,14,0.643,15,0.133,0.414,0.418,1.4,0.6,6.2,0.2,4.3,0.06,0.11,0.06,4.2,89.6,103.7
314,Ja Morant,MEM,G,22,19,32.6,67.9,31.7,12.9,112,0.777,270,0.515,87,0.356,0.52,0.564,24.1,5.6,9.2,6.8,35.3,1.58,0.26,3.16,11.9,113.5,109.5
315,Marcus Morris Sr.,LAC,F,32,13,29.7,61.8,20.9,9.7,22,0.773,87,0.483,70,0.371,0.516,0.537,13.8,4.8,8.4,1.9,10.1,0.54,0.31,1.38,6.7,102.8,102.1
316,Markieff Morris,MIA,F,32,10,18.7,39.0,20.0,14.3,5,1.0,48,0.5,22,0.364,0.514,0.533,7.7,2.8,8.4,1.4,11.7,0.3,0.1,1.2,6.7,104.4,100.2
317,Monte Morris,DEN,G,26,28,30.3,63.2,18.8,10.7,18,0.722,188,0.559,122,0.369,0.556,0.563,12.8,2.7,5.0,4.3,21.7,0.75,0.18,1.36,7.0,111.3,110.3
318,Mychal Mulder,ORL,G,27,13,11.0,23.0,17.3,6.9,2,1.0,17,0.294,36,0.306,0.406,0.418,3.5,1.2,5.5,0.1,1.1,0.23,0.08,0.31,2.7,82.1,111.8
319,Trey Murphy III,NOP,F,21,28,13.7,28.6,14.3,7.8,12,0.833,30,0.333,83,0.373,0.5,0.52,4.4,2.2,8.6,0.5,5.6,0.32,0.14,0.36,4.9,108.6,108.4
320,Dejounte Murray,SAS,G,25,27,34.3,71.5,25.3,12.1,57,0.702,347,0.473,109,0.339,0.481,0.498,17.7,8.3,12.8,8.4,36.3,1.93,0.37,2.44,12.5,106.2,103.8
321,Mike Muscala,OKC,F-C,30,21,14.0,29.2,21.3,6.2,36,0.833,41,0.512,79,0.443,0.613,0.652,8.4,3.2,11.7,0.5,6.6,0.33,0.52,0.43,6.8,126.0,103.5
322,Svi Mykhailiuk,TOR,G-F,24,28,17.9,37.3,16.8,11.2,24,0.875,72,0.542,91,0.33,0.515,0.544,6.8,2.5,7.6,1.1,9.2,0.71,0.11,0.79,5.9,109.6,106.5
323,Abdel Nader,PHX,F,28,14,10.4,21.6,15.1,21.8,10,0.6,21,0.381,14,0.286,0.4,0.431,2.4,1.9,9.6,0.5,6.1,0.57,0.29,0.79,5.1,78.2,91.7
324,Larry Nance Jr.,POR,F-C,28,29,21.2,44.1,13.0,13.1,38,0.579,96,0.635,47,0.277,0.563,0.573,6.3,5.3,13.7,1.7,11.5,0.93,0.34,0.83,7.3,118.7,107.0
325,RJ Nembhard Jr.,CLE,G,22,2,1.7,3.4,13.3,0.0,0,0.0,1,1.0,0,0.0,1.0,1.0,1.0,0.5,16.5,0.5,59.1,0.0,0.0,0.0,14.8,0.0,0.0
326,Aaron Nesmith,BOS,G-F,22,23,9.6,20.0,17.1,13.9,5,0.8,23,0.565,49,0.245,0.431,0.445,2.9,1.5,8.2,0.4,5.9,0.3,0.04,0.52,5.0,86.2,97.3
327,Raul Neto,WAS,G,29,28,19.8,41.2,19.4,14.1,44,0.727,140,0.514,47,0.255,0.481,0.514,7.6,2.0,5.5,2.5,19.3,0.75,0.04,1.21,6.8,100.2,106.6
328,Georges Niang,PHI,F,28,28,23.6,49.2,18.9,8.4,31,0.871,96,0.531,142,0.38,0.555,0.578,10.4,2.5,5.8,1.5,9.6,0.57,0.29,0.82,5.7,110.1,104.6
329,Daishen Nix,HOU,G,19,1,1.9,4.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66.4,0.0,0.0,0.0,0.0,0.0,0.0
330,Zeke Nnaji,DEN,F-C,20,16,14.8,30.8,16.7,6.8,23,0.652,36,0.444,36,0.528,0.618,0.633,6.5,3.4,12.9,0.4,3.7,0.19,0.38,0.38,5.6,125.6,102.5
331,Nerlens Noel,NYK,C-F,27,14,23.4,48.7,8.1,21.7,16,0.813,38,0.526,2,0.0,0.5,0.563,3.8,6.0,13.7,0.8,4.7,1.07,1.29,0.93,4.5,118.1,100.8
332,Jaylen Nowell,MIN,G,22,14,6.9,14.3,22.4,3.9,4,0.5,34,0.412,14,0.286,0.417,0.422,3.0,0.9,6.5,1.1,25.0,0.21,0.29,0.14,8.3,102.0,109.2
333,Frank Ntilikina,DAL,G,23,21,11.9,24.7,17.8,11.1,12,1.0,38,0.368,45,0.333,0.44,0.481,4.0,1.5,6.9,1.2,14.6,0.62,0.14,0.52,6.5,99.3,101.5
334,Jusuf Nurkic,POR,C,27,29,25.4,52.9,21.9,16.2,117,0.744,236,0.606,23,0.217,0.581,0.625,13.4,10.3,21.9,2.4,15.2,1.1,0.52,2.07,10.9,118.9,98.0
335,David Nwaba,HOU,G-F,28,20,11.6,24.2,16.4,11.1,23,0.652,52,0.577,18,0.167,0.493,0.524,4.2,3.2,14.8,0.7,8.6,0.6,0.25,0.5,7.3,107.1,101.3
336,Jordan Nwora,MIL,F,23,24,17.1,35.6,20.0,14.1,13,0.846,78,0.449,81,0.333,0.475,0.492,6.8,3.2,9.7,1.0,8.9,0.33,0.42,1.13,6.5,93.4,105.6
337,Semi Ojeleye,MIL,F,27,11,19.8,41.3,10.7,9.2,5,0.6,19,0.316,28,0.214,0.319,0.335,3.0,3.6,9.6,0.4,2.3,0.36,0.45,0.45,3.3,90.3,104.8
338,Chuma Okeke,ORL,F,23,23,21.2,44.2,17.0,11.9,29,0.862,81,0.469,77,0.208,0.392,0.436,6.5,4.0,9.9,1.2,8.7,0.78,0.35,1.0,5.9,89.2,109.5
339,Josh Okogie,MIN,G,23,19,13.9,29.0,10.5,13.5,22,0.5,28,0.393,20,0.25,0.385,0.416,2.5,2.2,8.3,0.9,8.6,0.63,0.26,0.47,4.9,98.5,104.4
340,Isaac Okoro,CLE,F-G,20,23,28.8,60.0,14.8,11.2,46,0.761,105,0.543,73,0.301,0.506,0.542,9.3,4.0,7.6,1.7,8.7,0.87,0.26,1.09,5.5,110.3,100.8
341,KZ Okpala,MIA,F-G,22,16,10.2,21.3,13.2,6.2,8,0.75,20,0.5,22,0.273,0.452,0.483,2.8,1.9,10.7,0.6,8.6,0.19,0.31,0.19,5.8,109.5,98.8
342,Kelly Olynyk,DET,F-C,30,10,23.0,47.9,24.0,11.7,35,0.6,57,0.544,41,0.341,0.531,0.551,12.5,5.3,12.4,2.3,18.3,1.4,0.7,1.5,9.3,107.8,99.3
343,Eugene Omoruyi,DAL,F,24,4,4.5,9.3,17.0,0.0,4,0.5,3,0.333,2,0.5,0.5,0.518,1.8,1.8,21.2,0.5,16.3,0.0,0.0,0.0,10.4,130.4,97.4
344,Royce O'Neale,UTA,F,28,25,30.8,64.2,10.1,15.7,19,0.684,45,0.711,97,0.402,0.637,0.645,7.8,5.0,8.8,2.4,10.0,1.52,0.68,1.12,5.9,125.4,101.4
345,Miye Oni,UTA,G-F,24,14,2.9,6.1,9.0,11.8,1,0.0,1,1.0,6,0.167,0.357,0.336,0.4,0.4,6.7,0.4,14.9,0.0,0.0,0.07,5.5,0.0,0.0
346,Cedi Osman,CLE,F,26,24,21.9,45.5,20.5,9.4,37,0.676,71,0.535,135,0.4,0.578,0.592,11.0,2.5,6.1,1.8,12.5,1.04,0.33,0.96,6.7,112.9,99.1
347,Kelly Oubre Jr.,CHA,F-G,26,30,29.1,60.6,22.5,6.9,62,0.629,174,0.557,228,0.386,0.57,0.579,16.6,4.1,7.5,1.4,7.0,1.07,0.37,1.07,6.3,112.7,110.3
348,Kevin Pangos,CLE,G,28,11,4.2,8.7,13.3,28.8,2,0.5,4,0.5,5,0.4,0.556,0.557,1.0,0.2,2.4,0.6,21.0,0.09,0.0,0.36,4.7,99.4,100.2
349,Jabari Parker,BOS,F,26,9,9.3,19.5,18.5,14.1,8,1.0,18,0.5,9,0.556,0.611,0.672,4.6,2.2,12.7,0.4,7.5,0.33,0.11,0.56,6.9,122.0,95.6
350,Eric Paschall,UTA,F,25,23,10.6,22.1,14.7,14.6,19,0.684,22,0.636,40,0.3,0.516,0.547,3.3,1.8,9.2,0.6,7.5,0.13,0.13,0.52,5.8,110.8,104.5
351,Chris Paul,PHX,G,36,27,32.7,68.1,20.1,15.6,99,0.818,224,0.522,78,0.333,0.517,0.569,14.6,4.0,6.3,10.3,44.1,2.04,0.33,2.37,10.3,120.5,100.4
352,Cameron Payne,PHX,G,27,22,19.6,40.7,27.8,14.1,48,0.833,140,0.421,76,0.316,0.44,0.485,10.5,3.0,7.8,3.2,23.9,0.55,0.32,1.77,9.5,96.5,99.4
353,Gary Payton II,GSW,G,29,27,14.2,29.5,14.5,10.1,29,0.655,67,0.806,36,0.417,0.743,0.743,6.4,2.9,11.1,0.7,7.5,1.22,0.26,0.48,6.6,139.3,89.7
354,Elfrid Payton,PHX,G,27,13,11.7,24.4,20.0,15.6,10,0.5,51,0.412,4,0.25,0.409,0.421,3.8,2.1,9.1,2.3,27.0,0.38,0.15,0.85,9.0,95.4,101.9
355,Jamorko Pickett,DET,F,23,3,2.9,6.0,10.0,50.0,0,0.0,0,0.0,1,1.0,1.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0
356,Mason Plumlee,CHA,F-C,31,21,26.0,54.1,11.9,17.7,54,0.352,102,0.598,0,0.0,0.598,0.561,6.7,7.2,14.8,2.8,14.0,0.86,0.95,1.29,7.9,118.3,105.2
357,Jakob Poeltl,SAS,C,26,20,28.7,59.7,17.6,13.6,52,0.365,181,0.624,0,0.0,0.624,0.601,12.3,8.8,16.2,2.6,13.1,0.5,1.55,1.6,9.1,121.3,102.5
358,Aleksej Pokusevski,OKC,C,19,26,14.8,30.9,20.2,16.6,12,0.5,80,0.45,65,0.2,0.383,0.389,4.5,4.3,14.8,1.2,13.2,0.5,0.5,1.15,7.7,80.7,102.6
359,Yves Pons,MEM,F,22,3,3.8,7.8,11.2,0.0,0,0.0,2,0.0,1,1.0,0.5,0.5,1.0,1.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
